epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1590.62,1.4333,1.49975,1.58487,0.81495,0.65817,0.72585,0.52842,1.21149,1.18331,1.48801,0.005842,0.005842,0.005842
44,1631.6,1.43775,1.52138,1.58559,0.78599,0.702,0.74086,0.5284,1.20974,1.17347,1.48238,0.005743,0.005743,0.005743
45,1673.28,1.44681,1.50144,1.58813,0.78143,0.68942,0.72955,0.51477,1.22569,1.17468,1.48573,0.005644,0.005644,0.005644
46,1714.98,1.40842,1.47357,1.57194,0.80048,0.69367,0.73277,0.5304,1.18228,1.14554,1.47984,0.005545,0.005545,0.005545
47,1757.14,1.42359,1.49347,1.57456,0.81334,0.68107,0.73809,0.52559,1.21192,1.16438,1.51575,0.005446,0.005446,0.005446
48,1798.53,1.39526,1.45453,1.55726,0.83327,0.67809,0.74703,0.54261,1.17296,1.16039,1.48418,0.005347,0.005347,0.005347
49,1838.22,1.39411,1.45409,1.55995,0.78979,0.70672,0.74921,0.5425,1.17389,1.13074,1.46793,0.005248,0.005248,0.005248
50,1876.41,1.37787,1.43789,1.55126,0.79843,0.67182,0.73222,0.52066,1.21072,1.17471,1.4947,0.005149,0.005149,0.005149
51,1917.66,1.38445,1.44509,1.55704,0.79085,0.68666,0.73953,0.54472,1.18237,1.15115,1.47056,0.00505,0.00505,0.00505
52,1958.67,1.40329,1.45498,1.56579,0.7965,0.69217,0.741,0.5339,1.19342,1.14407,1.48292,0.004951,0.004951,0.004951
53,1999.91,1.38796,1.4396,1.55439,0.81647,0.69196,0.74919,0.54285,1.18296,1.11361,1.4723,0.004852,0.004852,0.004852
54,2040.9,1.39603,1.43652,1.56266,0.8312,0.68084,0.74747,0.55136,1.18659,1.11853,1.47282,0.004753,0.004753,0.004753
55,2082.45,1.41258,1.47072,1.57562,0.78922,0.70679,0.74785,0.54143,1.19208,1.09871,1.46954,0.004654,0.004654,0.004654
56,2123.71,1.38698,1.43055,1.5531,0.78052,0.70321,0.74352,0.54993,1.18292,1.09957,1.47468,0.004555,0.004555,0.004555
57,2165.62,1.38266,1.41433,1.53866,0.78409,0.70325,0.74506,0.5424,1.17678,1.10762,1.46567,0.004456,0.004456,0.004456
58,2207.36,1.37965,1.41642,1.54487,0.77839,0.71219,0.74339,0.54797,1.17531,1.09355,1.46225,0.004357,0.004357,0.004357
59,2248.42,1.35472,1.38915,1.53272,0.80345,0.71212,0.74593,0.54003,1.20293,1.11317,1.46376,0.004258,0.004258,0.004258
60,2289.55,1.37785,1.4166,1.54823,0.81713,0.70179,0.74817,0.5494,1.18693,1.10706,1.48531,0.004159,0.004159,0.004159
61,2330.49,1.33915,1.38108,1.5188,0.81556,0.70486,0.75328,0.54721,1.15554,1.11929,1.44806,0.00406,0.00406,0.00406
62,2371.2,1.33454,1.36536,1.5168,0.81266,0.70079,0.75516,0.55166,1.18156,1.08576,1.46438,0.003961,0.003961,0.003961
63,2412.46,1.33479,1.35494,1.51514,0.82013,0.69961,0.75794,0.55209,1.15542,1.06807,1.43876,0.003862,0.003862,0.003862
64,2448.34,1.36615,1.40266,1.53776,0.81459,0.69317,0.74783,0.54571,1.16987,1.07959,1.45833,0.003763,0.003763,0.003763
65,2480.73,1.33466,1.34367,1.50884,0.77824,0.71738,0.75364,0.54694,1.16627,1.06415,1.46199,0.003664,0.003664,0.003664
66,2513.93,1.35324,1.37568,1.5235,0.79615,0.71527,0.7588,0.54894,1.16368,1.05549,1.45126,0.003565,0.003565,0.003565
67,2546.34,1.3266,1.35875,1.51739,0.8328,0.70962,0.75504,0.54957,1.16081,1.05509,1.45235,0.003466,0.003466,0.003466
68,2579.08,1.33753,1.35175,1.51636,0.81266,0.70988,0.75272,0.55223,1.15286,1.06024,1.44582,0.003367,0.003367,0.003367
69,2611.87,1.32109,1.33972,1.50666,0.81227,0.70707,0.74503,0.54969,1.15936,1.0756,1.45024,0.003268,0.003268,0.003268
70,2647.62,1.33002,1.338,1.50771,0.82769,0.71417,0.76335,0.55682,1.16397,1.03091,1.44065,0.003169,0.003169,0.003169
71,2687.9,1.33278,1.35,1.51552,0.81623,0.72118,0.76289,0.55689,1.16082,1.04923,1.44035,0.00307,0.00307,0.00307
72,2729.35,1.31869,1.32651,1.50436,0.75987,0.7276,0.75291,0.5583,1.13508,1.04304,1.43279,0.002971,0.002971,0.002971
73,2768.15,1.32249,1.32803,1.50329,0.80771,0.7223,0.75981,0.55416,1.1615,1.04648,1.44111,0.002872,0.002872,0.002872
74,2800.8,1.28299,1.28675,1.4737,0.77566,0.72679,0.75815,0.55763,1.16263,1.02951,1.4494,0.002773,0.002773,0.002773
75,2833.25,1.30166,1.31094,1.48516,0.76563,0.72977,0.755,0.55818,1.14212,1.05136,1.43629,0.002674,0.002674,0.002674
76,2866.16,1.30233,1.31651,1.48729,0.7974,0.70873,0.75986,0.56298,1.14607,1.0379,1.442,0.002575,0.002575,0.002575
77,2899.98,1.29444,1.30155,1.48506,0.816,0.71554,0.76101,0.56222,1.1323,1.01598,1.42538,0.002476,0.002476,0.002476
78,2933.29,1.293,1.30927,1.48991,0.82003,0.72632,0.76387,0.56174,1.14469,1.01949,1.43919,0.002377,0.002377,0.002377
79,2971.35,1.30704,1.30099,1.49702,0.80786,0.72924,0.76219,0.56117,1.16009,1.01006,1.43967,0.002278,0.002278,0.002278
80,3011.98,1.28896,1.29133,1.48103,0.79143,0.73038,0.76167,0.56647,1.14721,1.01622,1.43214,0.002179,0.002179,0.002179
81,3052.6,1.27798,1.2762,1.47398,0.81259,0.71886,0.76003,0.5641,1.1504,1.01657,1.43114,0.00208,0.00208,0.00208
82,3093.24,1.27771,1.27452,1.47253,0.79417,0.72765,0.76312,0.56682,1.14796,1.00219,1.42975,0.001981,0.001981,0.001981
83,3127.31,1.28857,1.27668,1.4837,0.79678,0.73438,0.76259,0.56789,1.14191,1.01373,1.42931,0.001882,0.001882,0.001882
84,3159.62,1.29243,1.28843,1.47914,0.76275,0.7339,0.75891,0.56378,1.14467,1.00804,1.43226,0.001783,0.001783,0.001783
85,3191.92,1.2607,1.26024,1.46019,0.79806,0.72553,0.7591,0.56446,1.1374,1.01539,1.42806,0.001684,0.001684,0.001684
86,3224.16,1.26807,1.24227,1.46085,0.83984,0.71187,0.76054,0.56384,1.13546,0.99858,1.42494,0.001585,0.001585,0.001585
87,3256.54,1.26818,1.25541,1.47148,0.78429,0.74314,0.76452,0.56569,1.1408,0.99741,1.42894,0.001486,0.001486,0.001486
88,3289.17,1.25619,1.23819,1.45843,0.80687,0.73003,0.76159,0.56453,1.14762,1.00631,1.43297,0.001387,0.001387,0.001387
89,3328.49,1.26732,1.25003,1.4631,0.79984,0.73343,0.76727,0.56846,1.13871,0.99332,1.42358,0.001288,0.001288,0.001288
90,3369.22,1.25983,1.25015,1.46843,0.80864,0.72558,0.76184,0.57152,1.13211,1.00216,1.42313,0.001189,0.001189,0.001189
91,3422.16,1.20986,1.13972,1.44641,0.78976,0.73974,0.76704,0.56796,1.15141,1.00978,1.43582,0.00109,0.00109,0.00109
92,3460.36,1.17797,1.07441,1.44076,0.7761,0.74208,0.76492,0.56744,1.13456,0.98549,1.4262,0.000991,0.000991,0.000991
93,3496.13,1.16639,1.0602,1.42882,0.79926,0.73392,0.76227,0.56982,1.13249,0.98271,1.43046,0.000892,0.000892,0.000892
94,3528.69,1.16777,1.06314,1.4247,0.81954,0.72837,0.7662,0.57171,1.1325,0.97997,1.43109,0.000793,0.000793,0.000793
95,3561.08,1.16385,1.04552,1.42219,0.7951,0.74331,0.76583,0.56799,1.13712,0.98033,1.43283,0.000694,0.000694,0.000694
96,3593.45,1.15126,1.04792,1.41552,0.79923,0.73524,0.75912,0.57177,1.13077,0.97956,1.42737,0.000595,0.000595,0.000595
97,3625.96,1.13897,1.02562,1.41163,0.80476,0.74289,0.76461,0.5704,1.13278,0.97443,1.43208,0.000496,0.000496,0.000496
98,3663.15,1.13403,1.01914,1.40427,0.7929,0.7461,0.76436,0.5715,1.13036,0.98095,1.42943,0.000397,0.000397,0.000397
99,3702.77,1.13905,1.0251,1.40273,0.79265,0.74788,0.76331,0.57125,1.13333,0.97245,1.43044,0.000298,0.000298,0.000298
100,3742.88,1.13669,1.01365,1.4047,0.81485,0.74091,0.7638,0.57076,1.13144,0.97088,1.42922,0.000199,0.000199,0.000199
