epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,3858.26,1.3825,1.48845,1.50445,0.84282,0.69902,0.80706,0.58116,1.24347,1.19186,1.44978,0.008515,0.008515,0.008515
17,4098.06,1.37207,1.4786,1.49859,0.83907,0.71678,0.80381,0.5831,1.23843,1.17961,1.44295,0.008416,0.008416,0.008416
18,4337.57,1.36811,1.45831,1.49039,0.8501,0.69639,0.81388,0.58933,1.23051,1.16256,1.43399,0.008317,0.008317,0.008317
19,4577.65,1.36566,1.44924,1.48663,0.84463,0.71741,0.81638,0.59261,1.21932,1.15604,1.42414,0.008218,0.008218,0.008218
20,4817.44,1.34891,1.42674,1.4756,0.8367,0.72886,0.81969,0.60044,1.21393,1.14461,1.4185,0.008119,0.008119,0.008119
21,5057.3,1.3456,1.41704,1.4704,0.84619,0.73249,0.82826,0.60619,1.20597,1.12855,1.41035,0.00802,0.00802,0.00802
22,5297.58,1.34669,1.4143,1.47462,0.84765,0.73498,0.83005,0.61117,1.2001,1.11995,1.40673,0.007921,0.007921,0.007921
23,5537.18,1.33624,1.39279,1.46459,0.84556,0.73952,0.83221,0.61404,1.1972,1.10334,1.40217,0.007822,0.007822,0.007822
24,5776.86,1.33523,1.39758,1.46177,0.86393,0.72377,0.8316,0.61485,1.19403,1.09749,1.39845,0.007723,0.007723,0.007723
25,6017.26,1.32719,1.38433,1.46179,0.84868,0.75168,0.83366,0.61752,1.18933,1.09173,1.39499,0.007624,0.007624,0.007624
26,6257.11,1.32612,1.38092,1.45551,0.82923,0.76252,0.83629,0.61698,1.18697,1.08553,1.39472,0.007525,0.007525,0.007525
27,6496.44,1.32068,1.36811,1.45031,0.85422,0.74469,0.83616,0.61891,1.18389,1.07541,1.39224,0.007426,0.007426,0.007426
28,6736.67,1.31456,1.35444,1.44437,0.85734,0.74581,0.83879,0.62277,1.1824,1.06995,1.39088,0.007327,0.007327,0.007327
29,6975.97,1.31094,1.35071,1.44494,0.86409,0.73972,0.84191,0.62452,1.17873,1.06561,1.38706,0.007228,0.007228,0.007228
30,7215.47,1.31276,1.34904,1.44655,0.87059,0.74585,0.8428,0.62847,1.17591,1.05907,1.38523,0.007129,0.007129,0.007129
31,7455.55,1.31046,1.34813,1.44135,0.87053,0.74424,0.84282,0.63038,1.1732,1.055,1.38157,0.00703,0.00703,0.00703
32,7695.13,1.29968,1.33589,1.43567,0.84803,0.76165,0.84274,0.63203,1.16973,1.05316,1.37924,0.006931,0.006931,0.006931
33,7934.61,1.301,1.33166,1.43599,0.84441,0.77096,0.84429,0.63196,1.16725,1.04909,1.37673,0.006832,0.006832,0.006832
34,8174.65,1.3016,1.33261,1.43659,0.85205,0.76766,0.845,0.6333,1.16508,1.04457,1.37482,0.006733,0.006733,0.006733
35,8414.44,1.28593,1.30785,1.42276,0.85823,0.7666,0.84554,0.63453,1.16339,1.04161,1.37306,0.006634,0.006634,0.006634
36,8654.06,1.2869,1.31261,1.42521,0.8582,0.76444,0.84623,0.63551,1.16201,1.03852,1.3718,0.006535,0.006535,0.006535
37,8894.11,1.28245,1.30946,1.42204,0.86672,0.76005,0.84676,0.63729,1.16116,1.03642,1.37081,0.006436,0.006436,0.006436
38,9133.85,1.28413,1.30159,1.4216,0.87329,0.75596,0.84807,0.6387,1.15977,1.03395,1.36971,0.006337,0.006337,0.006337
39,9373.33,1.28352,1.29416,1.41899,0.86991,0.76054,0.84843,0.63902,1.15843,1.03124,1.3685,0.006238,0.006238,0.006238
40,9613.38,1.27707,1.2878,1.41452,0.86368,0.76711,0.84927,0.64069,1.15752,1.02894,1.3678,0.006139,0.006139,0.006139
41,9853,1.27112,1.28224,1.40961,0.86027,0.76782,0.85013,0.64077,1.15621,1.02704,1.36617,0.00604,0.00604,0.00604
42,10092.6,1.27188,1.28006,1.40865,0.86021,0.76781,0.85049,0.64093,1.1558,1.02594,1.36513,0.005941,0.005941,0.005941
43,10333,1.26805,1.27659,1.40879,0.85991,0.76914,0.85135,0.6416,1.15519,1.02353,1.3642,0.005842,0.005842,0.005842
44,10572.9,1.26297,1.26633,1.40286,0.86618,0.76647,0.85219,0.64328,1.15368,1.02175,1.36268,0.005743,0.005743,0.005743
45,10812.6,1.26493,1.25573,1.40023,0.86363,0.76988,0.85316,0.64305,1.15253,1.01964,1.36137,0.005644,0.005644,0.005644
46,11052.6,1.26277,1.26279,1.40201,0.86209,0.76924,0.85321,0.64448,1.15185,1.01777,1.36045,0.005545,0.005545,0.005545
47,11292.3,1.2537,1.24739,1.39386,0.85363,0.77697,0.85352,0.64486,1.15119,1.01592,1.35973,0.005446,0.005446,0.005446
48,11531.9,1.25537,1.25032,1.39649,0.85422,0.77816,0.85368,0.6456,1.15059,1.0143,1.35918,0.005347,0.005347,0.005347
49,11772,1.25542,1.24296,1.39256,0.8557,0.77706,0.85408,0.64721,1.15008,1.01262,1.35863,0.005248,0.005248,0.005248
50,12011.4,1.24857,1.23951,1.38962,0.85521,0.7775,0.85429,0.64767,1.1493,1.01057,1.35806,0.005149,0.005149,0.005149
51,12250.9,1.24949,1.23916,1.38939,0.85872,0.77514,0.85443,0.64706,1.14818,1.00936,1.35699,0.00505,0.00505,0.00505
52,12491.2,1.24758,1.23249,1.38923,0.86037,0.77333,0.855,0.64761,1.14719,1.00825,1.3561,0.004951,0.004951,0.004951
53,12730.6,1.24515,1.23225,1.39079,0.85834,0.77634,0.85534,0.64841,1.14642,1.00698,1.35558,0.004852,0.004852,0.004852
54,12970.2,1.23734,1.22297,1.38586,0.85887,0.77669,0.85564,0.64898,1.14581,1.00562,1.35487,0.004753,0.004753,0.004753
55,13210,1.23415,1.22117,1.38267,0.87583,0.76779,0.85573,0.64906,1.14523,1.00433,1.35449,0.004654,0.004654,0.004654
56,13449.6,1.24047,1.21443,1.38466,0.87382,0.76758,0.85597,0.65009,1.14452,1.00342,1.3539,0.004555,0.004555,0.004555
57,13689.2,1.23699,1.21609,1.38209,0.88581,0.76196,0.85625,0.652,1.14332,1.00211,1.35302,0.004456,0.004456,0.004456
58,13929.5,1.23501,1.21073,1.38017,0.8846,0.76429,0.85721,0.65242,1.14267,1.00067,1.35228,0.004357,0.004357,0.004357
59,14170.3,1.2324,1.20934,1.37894,0.88526,0.76439,0.85747,0.65306,1.14209,0.9991,1.35177,0.004258,0.004258,0.004258
60,14409.7,1.23117,1.20748,1.37736,0.88912,0.76357,0.85706,0.65397,1.14123,0.99766,1.35091,0.004159,0.004159,0.004159
61,14649.9,1.22708,1.20603,1.374,0.89143,0.76243,0.85716,0.65412,1.14032,0.99578,1.35001,0.00406,0.00406,0.00406
62,14889.5,1.22634,1.19932,1.37252,0.89223,0.76289,0.85738,0.65427,1.13948,0.99433,1.34918,0.003961,0.003961,0.003961
63,15129,1.22684,1.19855,1.37248,0.89121,0.76433,0.85745,0.65516,1.13869,0.99313,1.34827,0.003862,0.003862,0.003862
64,15369.1,1.22812,1.19833,1.3746,0.89103,0.76399,0.85777,0.6553,1.13792,0.99202,1.3477,0.003763,0.003763,0.003763
65,15608.5,1.22159,1.19128,1.37002,0.89597,0.7614,0.85666,0.65438,1.13724,0.99067,1.34687,0.003664,0.003664,0.003664
66,15848,1.2231,1.18825,1.36747,0.8972,0.76183,0.85955,0.65548,1.13628,0.98943,1.34579,0.003565,0.003565,0.003565
67,16088.2,1.22221,1.18903,1.36805,0.89871,0.76056,0.85985,0.65598,1.13559,0.98762,1.34513,0.003466,0.003466,0.003466
68,16327.6,1.20833,1.17247,1.36179,0.89957,0.76022,0.86016,0.65594,1.13486,0.98595,1.34438,0.003367,0.003367,0.003367
69,16575,1.21711,1.17901,1.36469,0.8984,0.76025,0.86032,0.65618,1.13425,0.98447,1.34367,0.003268,0.003268,0.003268
70,16820.8,1.21101,1.17071,1.36413,0.89589,0.76086,0.86056,0.65593,1.13345,0.98303,1.34282,0.003169,0.003169,0.003169
71,17067.9,1.20756,1.17007,1.36035,0.89069,0.76216,0.86079,0.65609,1.13288,0.98153,1.34204,0.00307,0.00307,0.00307
72,17316,1.20511,1.1633,1.3584,0.88949,0.76347,0.86135,0.65599,1.13204,0.98033,1.34121,0.002971,0.002971,0.002971
73,17561.5,1.20411,1.16317,1.35704,0.89049,0.76275,0.86174,0.6577,1.13103,0.97872,1.34013,0.002872,0.002872,0.002872
74,17808.4,1.20516,1.16635,1.35543,0.88997,0.76474,0.8607,0.65664,1.1302,0.97716,1.33926,0.002773,0.002773,0.002773
75,18056.4,1.20438,1.15747,1.3546,0.88669,0.76709,0.86253,0.65723,1.12952,0.97545,1.33874,0.002674,0.002674,0.002674
76,18302.1,1.20259,1.16,1.35221,0.88432,0.77057,0.86163,0.65764,1.12921,0.97411,1.33788,0.002575,0.002575,0.002575
77,18551.6,1.20154,1.15446,1.35361,0.87462,0.77626,0.86239,0.65805,1.12881,0.97244,1.33717,0.002476,0.002476,0.002476
78,18796.3,1.19875,1.146,1.35054,0.87432,0.77757,0.86274,0.65811,1.12832,0.97125,1.33645,0.002377,0.002377,0.002377
79,19042.1,1.19104,1.14632,1.34837,0.87179,0.77964,0.863,0.658,1.1277,0.96985,1.33586,0.002278,0.002278,0.002278
80,19288,1.19717,1.14888,1.35253,0.86773,0.78179,0.86314,0.65843,1.12714,0.96869,1.33517,0.002179,0.002179,0.002179
81,19534.1,1.18728,1.13717,1.34479,0.8725,0.77965,0.86328,0.65922,1.12664,0.96773,1.33455,0.00208,0.00208,0.00208
82,19783.3,1.19925,1.14915,1.35347,0.87111,0.77932,0.86363,0.65995,1.12603,0.96636,1.33381,0.001981,0.001981,0.001981
83,20029.1,1.19833,1.14681,1.34989,0.87038,0.78012,0.86404,0.66201,1.12527,0.96504,1.33308,0.001882,0.001882,0.001882
84,20274.6,1.18915,1.13845,1.34492,0.87084,0.78022,0.86465,0.66303,1.12445,0.9638,1.33244,0.001783,0.001783,0.001783
85,20539.4,1.18865,1.13433,1.34343,0.87201,0.78013,0.86623,0.66311,1.12376,0.96277,1.33164,0.001684,0.001684,0.001684
86,20784.7,1.1248,0.96615,1.33756,0.87312,0.78075,0.86677,0.66336,1.12296,0.96116,1.33059,0.001585,0.001585,0.001585
87,21027.5,1.11302,0.94823,1.33502,0.86339,0.78816,0.86795,0.66442,1.12176,0.95934,1.32949,0.001486,0.001486,0.001486
88,21270.9,1.10958,0.94529,1.33176,0.86005,0.79089,0.8685,0.66604,1.12089,0.95691,1.32875,0.001387,0.001387,0.001387
89,21528.5,1.09937,0.9339,1.3238,0.86545,0.78978,0.86898,0.66668,1.11974,0.95475,1.32776,0.001288,0.001288,0.001288
90,21813.6,1.10138,0.92842,1.32578,0.86735,0.78756,0.86912,0.66711,1.11882,0.95247,1.32692,0.001189,0.001189,0.001189
91,22098.7,1.09674,0.92149,1.32117,0.86908,0.7879,0.86976,0.66741,1.11781,0.95018,1.32596,0.00109,0.00109,0.00109
92,22380.4,1.09387,0.92345,1.31968,0.86947,0.78823,0.87082,0.66871,1.11678,0.94849,1.32497,0.000991,0.000991,0.000991
93,22627.8,1.09158,0.91387,1.31643,0.86805,0.78956,0.87114,0.66907,1.11624,0.94639,1.32457,0.000892,0.000892,0.000892
94,22870.8,1.08557,0.90877,1.31387,0.86632,0.791,0.8708,0.66998,1.11519,0.9446,1.32354,0.000793,0.000793,0.000793
95,23111.1,1.08905,0.90719,1.31163,0.86727,0.79171,0.87144,0.67118,1.11416,0.9425,1.32259,0.000694,0.000694,0.000694
96,23354.3,1.08378,0.90182,1.30944,0.86609,0.79431,0.8722,0.67215,1.1137,0.9407,1.3221,0.000595,0.000595,0.000595
97,23597,1.08255,0.90008,1.30881,0.86452,0.79616,0.87225,0.6722,1.11314,0.93878,1.32155,0.000496,0.000496,0.000496
98,23842.7,1.07777,0.89727,1.30893,0.85657,0.80159,0.87258,0.67237,1.1127,0.93732,1.32099,0.000397,0.000397,0.000397
99,24084.8,1.07808,0.89104,1.31181,0.85855,0.80195,0.87265,0.67262,1.11202,0.93541,1.32026,0.000298,0.000298,0.000298
100,24327.6,1.07662,0.89051,1.30859,0.85729,0.8022,0.87297,0.67279,1.11172,0.93381,1.31979,0.000199,0.000199,0.000199
