epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,1303.61,0.98127,0.98425,1.30704,0.69563,0.67766,0.69284,0.49,0.89188,0.84488,1.28969,0.005248,0.005248,0.005248
50,1337.86,0.99131,1.00347,1.29606,0.72747,0.65119,0.71208,0.5109,0.90188,0.85607,1.28786,0.005149,0.005149,0.005149
51,1367.13,0.98537,1.00629,1.31233,0.7633,0.64284,0.71443,0.49519,0.91979,0.87024,1.31542,0.00505,0.00505,0.00505
52,1396.31,0.96617,0.9814,1.29901,0.69358,0.69938,0.70902,0.48814,0.90557,0.83388,1.28964,0.004951,0.004951,0.004951
53,1426.25,0.98169,0.99597,1.30148,0.76103,0.703,0.73714,0.51109,0.9014,0.83116,1.29014,0.004852,0.004852,0.004852
54,1455.32,0.97582,0.97759,1.29338,0.6843,0.72774,0.72647,0.51949,0.87999,0.83921,1.2777,0.004753,0.004753,0.004753
55,1484.35,0.95956,0.97351,1.28872,0.75158,0.64543,0.71161,0.50527,0.86773,0.80916,1.27402,0.004654,0.004654,0.004654
56,1517.14,0.94015,0.93762,1.27317,0.6996,0.66725,0.70787,0.50951,0.8664,0.82311,1.2695,0.004555,0.004555,0.004555
57,1550.57,0.95532,0.95517,1.29348,0.749,0.69592,0.74924,0.51307,0.89488,0.83743,1.28806,0.004456,0.004456,0.004456
58,1585.06,0.96133,0.9594,1.29136,0.75063,0.72244,0.72557,0.51649,0.88247,0.80786,1.27032,0.004357,0.004357,0.004357
59,1615.32,0.94162,0.93158,1.27117,0.70393,0.69973,0.72888,0.51371,0.88204,0.82669,1.27796,0.004258,0.004258,0.004258
60,1644.1,0.92925,0.91221,1.26142,0.72298,0.73041,0.73941,0.52643,0.89131,0.80062,1.2773,0.004159,0.004159,0.004159
61,1672.78,0.91972,0.90265,1.25996,0.72693,0.70568,0.74848,0.52249,0.87189,0.82401,1.27148,0.00406,0.00406,0.00406
62,1701.92,0.93209,0.92399,1.2693,0.75368,0.72262,0.75131,0.53801,0.87981,0.78611,1.27129,0.003961,0.003961,0.003961
63,1730.24,0.91966,0.91292,1.25988,0.72105,0.74855,0.74719,0.54455,0.857,0.78004,1.25757,0.003862,0.003862,0.003862
64,1758.95,0.91779,0.8933,1.26361,0.76038,0.71016,0.74217,0.53491,0.87602,0.80487,1.26922,0.003763,0.003763,0.003763
65,1788.24,0.93721,0.92184,1.2608,0.75478,0.76904,0.76629,0.5437,0.87214,0.74189,1.24472,0.003664,0.003664,0.003664
66,1817.2,0.94535,0.92224,1.28258,0.76033,0.70617,0.74945,0.53597,0.89239,0.77398,1.27856,0.003565,0.003565,0.003565
67,1846.14,0.92211,0.90834,1.26219,0.71042,0.76814,0.77647,0.53933,0.87167,0.76083,1.26721,0.003466,0.003466,0.003466
68,1871.88,0.90845,0.89072,1.24965,0.743,0.69909,0.73559,0.54099,0.85169,0.79366,1.25019,0.003367,0.003367,0.003367
69,1895.34,0.90458,0.87849,1.24427,0.77151,0.70108,0.74504,0.53069,0.87889,0.82187,1.28704,0.003268,0.003268,0.003268
70,1919.39,0.91072,0.89053,1.25715,0.75632,0.75355,0.77899,0.56908,0.82828,0.73223,1.22323,0.003169,0.003169,0.003169
71,1942.28,0.90893,0.8653,1.25038,0.71151,0.73163,0.76061,0.54227,0.8444,0.76966,1.24455,0.00307,0.00307,0.00307
72,1965.09,0.88744,0.85552,1.24659,0.75778,0.73812,0.76602,0.55351,0.84383,0.75323,1.23593,0.002971,0.002971,0.002971
73,1988.01,0.90222,0.86209,1.24432,0.72664,0.73394,0.74792,0.54618,0.83652,0.75777,1.23584,0.002872,0.002872,0.002872
74,2010.92,0.89315,0.85183,1.23767,0.7222,0.72854,0.76874,0.55096,0.85937,0.75543,1.253,0.002773,0.002773,0.002773
75,2033.76,0.88449,0.86012,1.24203,0.79694,0.70931,0.77769,0.56616,0.83393,0.73805,1.23014,0.002674,0.002674,0.002674
76,2056.55,0.86972,0.82354,1.22278,0.78788,0.72569,0.76789,0.55453,0.8415,0.74387,1.23285,0.002575,0.002575,0.002575
77,2079.46,0.88002,0.83594,1.23177,0.74215,0.73844,0.76714,0.55805,0.83561,0.74421,1.23433,0.002476,0.002476,0.002476
78,2102.47,0.85549,0.83188,1.22418,0.78715,0.73862,0.77052,0.56563,0.83243,0.7396,1.23288,0.002377,0.002377,0.002377
79,2125.21,0.87194,0.8593,1.23856,0.74292,0.783,0.77625,0.54893,0.84013,0.7222,1.23098,0.002278,0.002278,0.002278
80,2147.99,0.87347,0.83062,1.22841,0.77101,0.75242,0.7739,0.55826,0.82618,0.72864,1.22838,0.002179,0.002179,0.002179
81,2170.92,0.85802,0.8176,1.21736,0.7612,0.76496,0.78789,0.56876,0.83909,0.71371,1.23591,0.00208,0.00208,0.00208
82,2193.85,0.86501,0.83601,1.2301,0.79906,0.74929,0.79588,0.57819,0.82636,0.71399,1.22293,0.001981,0.001981,0.001981
83,2216.77,0.84778,0.81359,1.21662,0.76062,0.76412,0.78543,0.56451,0.82804,0.7198,1.22485,0.001882,0.001882,0.001882
84,2239.64,0.83945,0.79007,1.21031,0.7684,0.76922,0.80069,0.56845,0.83937,0.70837,1.22554,0.001783,0.001783,0.001783
85,2262.48,0.83732,0.77869,1.21055,0.74419,0.7636,0.7815,0.56989,0.8278,0.70561,1.22551,0.001684,0.001684,0.001684
86,2285.4,0.84054,0.80392,1.21425,0.76558,0.75714,0.7833,0.568,0.82331,0.72607,1.22305,0.001585,0.001585,0.001585
87,2308.29,0.82353,0.76432,1.20079,0.77068,0.74367,0.78185,0.5657,0.82252,0.70953,1.22612,0.001486,0.001486,0.001486
88,2331.27,0.83311,0.77252,1.20283,0.791,0.74362,0.77261,0.57375,0.82301,0.70819,1.21571,0.001387,0.001387,0.001387
89,2354.09,0.82919,0.75917,1.20387,0.77584,0.77819,0.79287,0.56783,0.82118,0.70003,1.22028,0.001288,0.001288,0.001288
90,2376.81,0.83429,0.8139,1.21435,0.76012,0.77863,0.79229,0.58396,0.81333,0.69536,1.21802,0.001189,0.001189,0.001189
91,2411.19,0.72413,0.65378,1.16027,0.7518,0.74965,0.7841,0.57397,0.81691,0.71132,1.22547,0.00109,0.00109,0.00109
92,2433.8,0.70975,0.60715,1.15527,0.76164,0.77025,0.7982,0.5735,0.82551,0.69154,1.22273,0.000991,0.000991,0.000991
93,2456.42,0.69782,0.58059,1.14203,0.81576,0.74497,0.79593,0.57159,0.82777,0.68591,1.22534,0.000892,0.000892,0.000892
94,2479.07,0.69697,0.57195,1.14546,0.79569,0.75461,0.80393,0.5729,0.81425,0.68351,1.22262,0.000793,0.000793,0.000793
95,2501.7,0.6786,0.55664,1.12564,0.78927,0.76564,0.80271,0.57808,0.81294,0.67925,1.2202,0.000694,0.000694,0.000694
96,2524.36,0.68205,0.55173,1.13213,0.8112,0.77506,0.80382,0.57739,0.81394,0.68389,1.22189,0.000595,0.000595,0.000595
97,2546.95,0.66341,0.54405,1.11447,0.79589,0.77612,0.81361,0.59028,0.81801,0.6812,1.22133,0.000496,0.000496,0.000496
98,2569.6,0.66537,0.53923,1.11712,0.77002,0.78273,0.81155,0.58767,0.81135,0.67875,1.21518,0.000397,0.000397,0.000397
99,2592.72,0.66373,0.54231,1.11958,0.78054,0.77751,0.80614,0.58423,0.80259,0.6765,1.21239,0.000298,0.000298,0.000298
100,2615.6,0.66082,0.53282,1.11796,0.78452,0.79199,0.80912,0.58262,0.80217,0.66879,1.21082,0.000199,0.000199,0.000199
